image path,green_players alive,green_ability_count,green_ult_points,green_ults,red_players_alive,red_ability_count,red_ult_points,red_ults,green_win
output/screenshots\1718765376.0625448.png,2,3,4,1,2,3,4,1,1
output/screenshots\1718765376.7275405.png,2,3,4,1,2,3,4,1,1
output/screenshots\1718765377.3901398.png,2,3,4,1,1,3,4,1,1
output/screenshots\1718765378.0567937.png,2,3,4,1,2,3,4,1,1
output/screenshots\1718765378.728157.png,2,3,4,1,7,3,4,1,1
output/screenshots\1718765379.4040825.png,2,3,4,1,1,3,4,1,1
output/screenshots\1718765380.068695.png,2,3,4,1,1,3,4,1,1
output/screenshots\1718765380.7710493.png,2,3,4,1,1,3,4,1,1
output/screenshots\1718765381.4577613.png,2,3,4,1,1,3,4,1,1
output/screenshots\1718765382.2471926.png,2,3,4,1,1,3,4,1,1
output/screenshots\1718765382.965861.png,2,3,4,1,1,3,4,1,1
output/screenshots\1718765383.6432147.png,2,3,4,1,1,3,4,1,1
output/screenshots\1718765384.312603.png,2,3,4,1,1,3,4,1,1
output/screenshots\1718765385.0205853.png,2,3,4,1,1,3,4,1,1
output/screenshots\1718765385.715574.png,2,3,4,1,1,3,4,1,1
output/screenshots\1718765386.4687102.png,2,4,4,1,1,4,4,1,1
output/screenshots\1718765387.2182236.png,2,3,4,1,1,3,4,1,1
output/screenshots\1718765387.968437.png,2,3,4,1,1,3,4,1,1
output/screenshots\1718765388.6655493.png,2,3,4,1,1,3,4,1,1
output/screenshots\1718765389.4270551.png,2,4,4,1,1,4,4,1,1
output/screenshots\1718765390.2275705.png,2,3,4,1,1,3,4,1,1
output/screenshots\1718765390.9397106.png,2,3,4,1,1,3,4,1,1
output/screenshots\1718765391.6199212.png,2,3,4,1,1,3,4,1,1
output/screenshots\1718765392.2697263.png,2,3,4,2,1,3,4,2,1
output/screenshots\1718765392.939023.png,2,3,4,1,1,3,4,1,1
output/screenshots\1718765393.6205752.png,2,3,4,1,1,3,4,1,1
output/screenshots\1718765394.2899342.png,2,4,4,1,1,4,4,1,1
output/screenshots\1718765394.9697874.png,2,4,4,1,1,4,4,1,1
output/screenshots\1718765395.635909.png,2,4,4,1,1,4,4,1,1
output/screenshots\1718765396.3118699.png,2,4,4,1,1,4,4,1,1
output/screenshots\1718765396.9723666.png,2,3,4,1,1,3,4,1,1
output/screenshots\1718765397.6543555.png,2,3,4,1,1,3,4,1,1
output/screenshots\1718765398.3111157.png,2,4,4,1,1,4,4,1,1
output/screenshots\1718765398.9715898.png,2,4,4,1,1,4,4,1,1
output/screenshots\1718765399.6399207.png,2,4,4,1,1,4,4,1,1
output/screenshots\1718765400.3210645.png,2,4,4,1,1,4,4,1,1
output/screenshots\1718765400.9985266.png,2,4,4,1,1,4,4,1,1
output/screenshots\1718765401.6778586.png,2,4,4,1,1,4,4,1,1
output/screenshots\1718765402.3388963.png,2,4,4,1,1,4,4,1,1
output/screenshots\1718765403.022239.png,2,4,4,1,1,4,4,1,1
output/screenshots\1718765403.7089515.png,2,3,4,1,1,3,4,1,1
output/screenshots\1718765404.3797264.png,2,4,4,1,1,4,4,1,1
output/screenshots\1718765405.0423274.png,1,3,4,0,1,3,4,0,1
output/screenshots\1718765405.7268138.png,1,3,4,0,1,3,4,0,1
output/screenshots\1718765406.3985534.png,1,3,4,0,1,3,4,0,1
output/screenshots\1718765407.0676699.png,1,3,4,0,9,3,4,0,1
output/screenshots\1718765407.7527928.png,1,3,4,0,1,3,4,0,1
output/screenshots\1718765408.426877.png,1,3,4,0,1,3,4,0,1
output/screenshots\1718765409.1023011.png,1,3,4,0,1,3,4,0,1
output/screenshots\1718765409.7613924.png,1,3,4,0,1,3,4,0,1
output/screenshots\1718765410.4323606.png,1,3,4,0,1,3,4,0,1
output/screenshots\1718765411.0908504.png,1,3,4,0,1,3,4,0,1
output/screenshots\1718765411.764487.png,1,3,4,0,1,3,4,0,1
output/screenshots\1718765412.4256153.png,1,2,4,0,1,2,4,0,1
output/screenshots\1718765413.095648.png,1,2,4,0,1,2,4,0,1
output/screenshots\1718765413.7729652.png,1,2,4,0,1,2,4,0,1
output/screenshots\1718765414.43658.png,1,2,4,0,1,2,4,0,1
output/screenshots\1718765415.1017597.png,1,2,4,0,1,2,4,0,1
output/screenshots\1718765415.7455869.png,1,2,4,0,1,2,4,0,1
output/screenshots\1718765416.4130766.png,1,2,4,0,1,2,4,0,1
output/screenshots\1718765417.110257.png,1,2,4,0,1,2,4,0,1
output/screenshots\1718765417.7877462.png,1,2,4,0,1,2,4,0,1
output/screenshots\1718765418.4555457.png,1,2,4,0,1,2,4,0,1
output/screenshots\1718765419.135394.png,1,2,4,0,1,2,4,0,1
output/screenshots\1718765419.8184323.png,1,2,4,0,2,2,4,0,1
output/screenshots\1718765420.5071402.png,1,2,4,0,1,2,4,0,1
output/screenshots\1718765421.1798203.png,1,2,4,0,1,2,4,0,1
output/screenshots\1718765421.8609464.png,1,2,4,0,1,2,4,0,1
output/screenshots\1718765422.5192034.png,1,2,4,0,1,2,4,0,1
output/screenshots\1718765423.2118075.png,1,2,4,0,1,2,4,0,1
output/screenshots\1718765423.951072.png,1,2,5,0,15,2,5,0,1
output/screenshots\1718765424.6721213.png,1,2,5,0,0,2,5,0,1
output/screenshots\1718765425.400914.png,1,2,5,0,0,2,5,0,1
output/screenshots\1718765426.115407.png,1,2,5,0,0,2,5,0,1
output/screenshots\1718765426.77762.png,1,2,5,0,0,2,5,0,1
output/screenshots\1718765427.4517708.png,1,2,5,0,0,2,5,0,1
output/screenshots\1718765428.0991094.png,1,2,6,0,0,2,6,0,1
output/screenshots\1718765449.3232534.png,5,16,16,2,5,16,16,2,1
output/screenshots\1718765449.9830267.png,5,16,16,2,5,16,16,2,1
output/screenshots\1718765450.6100328.png,5,16,16,2,5,16,16,2,1
output/screenshots\1718765451.2709634.png,5,16,16,2,5,16,16,2,1
output/screenshots\1718765451.9103289.png,5,15,16,2,5,15,16,2,1
output/screenshots\1718765452.5570817.png,5,15,16,2,5,15,16,2,1
output/screenshots\1718765453.2176287.png,5,15,16,2,5,15,16,2,1
output/screenshots\1718765453.8811667.png,5,15,16,2,5,15,16,2,1
output/screenshots\1718765454.5698633.png,5,15,16,2,5,15,16,2,1
output/screenshots\1718765455.2506335.png,5,15,16,2,5,15,16,2,1
output/screenshots\1718765455.9112601.png,5,15,16,2,5,15,16,2,1
output/screenshots\1718765456.5878892.png,5,15,16,2,5,15,16,2,1
output/screenshots\1718765457.2683618.png,5,15,16,2,5,15,16,2,1
output/screenshots\1718765457.9740477.png,5,15,16,2,5,15,16,2,1
output/screenshots\1718765458.6866357.png,5,16,16,2,5,16,16,2,1
output/screenshots\1718765459.3660746.png,5,15,16,2,5,15,16,2,1
output/screenshots\1718765460.0358906.png,5,15,16,2,5,15,16,2,1
output/screenshots\1718765460.7131279.png,5,15,16,2,5,15,16,2,1
output/screenshots\1718765461.441196.png,5,15,16,2,5,15,16,2,1
output/screenshots\1718765462.2086968.png,5,16,16,2,5,16,16,2,1
output/screenshots\1718765462.9723036.png,5,15,16,2,5,15,16,2,1
output/screenshots\1718765463.7756221.png,5,15,16,2,5,15,16,2,1
output/screenshots\1718765464.5406983.png,5,15,16,2,6,15,16,2,1
output/screenshots\1718765465.2874715.png,5,15,16,2,8,15,16,2,1
output/screenshots\1718765465.9665096.png,5,16,16,2,5,16,16,2,1
output/screenshots\1718765466.6376092.png,5,16,16,2,5,16,16,2,1
output/screenshots\1718765467.320255.png,5,16,16,2,5,16,16,2,1
output/screenshots\1718765467.981149.png,5,16,16,2,5,16,16,2,1
output/screenshots\1718765468.6495225.png,5,16,16,2,5,16,16,2,1
output/screenshots\1718765469.3388996.png,5,16,16,2,5,16,16,2,1
output/screenshots\1718765469.9910872.png,5,15,16,2,5,15,16,2,1
output/screenshots\1718765470.6707616.png,5,14,16,2,5,14,16,2,1
output/screenshots\1718765471.3520873.png,5,14,16,2,5,14,16,2,1
output/screenshots\1718765472.0329282.png,5,14,16,2,5,14,16,2,1
output/screenshots\1718765472.7207131.png,5,14,16,2,5,14,16,2,1
output/screenshots\1718765473.4101717.png,5,13,16,2,5,13,16,2,1
output/screenshots\1718765474.1021204.png,5,13,16,2,5,13,16,2,1
output/screenshots\1718765474.8229523.png,5,13,16,2,5,13,16,2,1
output/screenshots\1718765475.5072813.png,5,13,16,2,5,13,16,2,1
output/screenshots\1718765476.1862319.png,5,13,16,2,5,13,16,2,1
output/screenshots\1718765476.8775592.png,5,13,16,2,5,13,16,2,1
output/screenshots\1718765477.550942.png,5,13,16,2,5,13,16,2,1
output/screenshots\1718765478.2140124.png,5,13,16,2,5,13,16,2,1
output/screenshots\1718765478.890369.png,5,13,16,2,5,13,16,2,1
output/screenshots\1718765479.580909.png,5,14,16,2,5,14,16,2,1
output/screenshots\1718765480.303189.png,5,14,16,2,5,14,16,2,1
output/screenshots\1718765480.9710062.png,5,14,16,2,5,14,16,2,1
output/screenshots\1718765481.6776118.png,5,14,16,2,5,14,16,2,1
output/screenshots\1718765482.4151597.png,5,14,16,2,5,14,16,2,1
output/screenshots\1718765483.1478708.png,5,14,16,2,5,14,16,2,1
output/screenshots\1718765483.883989.png,5,14,16,2,5,14,16,2,1
output/screenshots\1718765484.657412.png,5,14,16,2,5,14,16,2,1
output/screenshots\1718765485.4113.png,5,13,16,2,5,13,16,2,1
output/screenshots\1718765486.1821024.png,5,13,16,2,5,13,16,2,1
output/screenshots\1718765486.8483827.png,5,13,16,2,5,13,16,2,1
output/screenshots\1718765487.5261884.png,5,13,16,2,5,13,16,2,1
output/screenshots\1718765488.210997.png,5,13,16,2,5,13,16,2,1
output/screenshots\1718765488.8805766.png,5,13,16,2,5,13,16,2,1
output/screenshots\1718765489.5655546.png,5,14,16,1,5,14,16,1,1
output/screenshots\1718765490.2795892.png,5,14,16,1,5,14,16,1,1
output/screenshots\1718765490.9375944.png,5,14,16,1,5,14,16,1,1
output/screenshots\1718765491.6233456.png,5,14,16,1,5,14,16,1,1
output/screenshots\1718765492.3094988.png,5,14,16,1,5,14,16,1,1
output/screenshots\1718765492.972169.png,5,14,16,1,5,14,16,1,1
output/screenshots\1718765493.6418958.png,5,13,16,1,6,13,16,1,1
output/screenshots\1718765494.318589.png,5,12,16,1,8,12,16,1,1
output/screenshots\1718765494.981848.png,5,12,16,1,5,12,16,1,1
output/screenshots\1718765495.6593862.png,5,12,16,1,5,12,16,1,1
output/screenshots\1718765496.3309853.png,5,12,16,1,5,12,16,1,1
output/screenshots\1718765497.0074906.png,5,12,16,1,5,12,16,1,1
output/screenshots\1718765497.6687155.png,5,12,16,1,5,12,16,1,1
output/screenshots\1718765498.3688245.png,5,12,16,1,5,12,16,1,1
output/screenshots\1718765499.0381093.png,5,12,16,1,5,12,16,1,1
output/screenshots\1718765499.7144582.png,5,12,16,1,5,12,16,1,1
output/screenshots\1718765500.3830464.png,5,12,16,1,5,12,16,1,1
output/screenshots\1718765501.0590656.png,5,12,16,1,5,12,16,1,1
output/screenshots\1718765501.7424989.png,5,12,16,1,5,12,16,1,1
output/screenshots\1718765502.4411643.png,5,12,16,1,5,12,16,1,1
output/screenshots\1718765503.1136324.png,5,12,16,1,5,12,16,1,1
output/screenshots\1718765503.7751818.png,5,13,16,1,5,13,16,1,1
output/screenshots\1718765504.453848.png,5,12,16,1,5,12,16,1,1
output/screenshots\1718765505.1368637.png,5,12,16,1,5,12,16,1,1
output/screenshots\1718765505.7927444.png,5,12,16,1,5,12,16,1,1
output/screenshots\1718765506.4552379.png,5,12,16,1,5,12,16,1,1
output/screenshots\1718765507.1270988.png,5,12,16,1,5,12,16,1,1
output/screenshots\1718765507.7793238.png,5,12,16,1,5,12,16,1,1
output/screenshots\1718765508.489244.png,5,14,16,1,5,14,16,1,1
output/screenshots\1718765509.2217526.png,5,14,16,1,5,14,16,1,1
output/screenshots\1718765509.9216847.png,5,14,16,1,5,14,16,1,1
output/screenshots\1718765510.6010227.png,5,14,16,1,5,14,16,1,1
output/screenshots\1718765511.2699707.png,5,14,16,1,5,14,16,1,1
output/screenshots\1718765511.9456077.png,5,13,16,1,5,13,16,1,1
output/screenshots\1718765512.6062124.png,5,12,16,1,5,12,16,1,1
output/screenshots\1718765513.275927.png,6,12,16,1,5,12,16,1,1
output/screenshots\1718765513.9497416.png,5,13,16,1,5,13,16,1,1
output/screenshots\1718765514.6218724.png,5,12,16,1,5,12,16,1,1
output/screenshots\1718765515.3228734.png,5,12,16,1,5,12,16,1,1
output/screenshots\1718765515.9932525.png,5,12,16,1,6,12,16,1,1
output/screenshots\1718765516.66155.png,5,12,16,1,5,12,16,1,1
output/screenshots\1718765517.3595912.png,5,11,16,1,5,11,16,1,1
output/screenshots\1718765518.041891.png,5,11,16,1,6,11,16,1,1
output/screenshots\1718765518.7831628.png,5,11,16,1,5,11,16,1,1
output/screenshots\1718765519.549606.png,5,11,16,1,5,11,16,1,1
output/screenshots\1718765520.2289028.png,5,11,16,1,5,11,16,1,1
output/screenshots\1718765520.9237766.png,5,11,16,1,5,11,16,1,1
output/screenshots\1718765521.6194193.png,5,10,16,1,5,10,16,1,1
output/screenshots\1718765522.3041754.png,5,10,16,1,5,10,16,1,1
output/screenshots\1718765522.9865513.png,5,10,16,1,5,10,16,1,1
output/screenshots\1718765523.6532564.png,5,10,16,1,5,10,16,1,1
output/screenshots\1718765524.3006854.png,5,10,16,1,5,10,16,1,1
output/screenshots\1718765524.9762723.png,5,10,16,1,4,10,16,1,1
output/screenshots\1718765525.7198787.png,4,7,10,1,5,7,10,1,1
output/screenshots\1718765526.4792397.png,3,5,3,1,4,5,3,1,1
output/screenshots\1718765527.2649589.png,3,5,3,1,4,5,3,1,1
output/screenshots\1718765528.040451.png,3,5,3,1,5,5,3,1,1
output/screenshots\1718765528.8281286.png,3,3,3,1,3,3,3,1,1
output/screenshots\1718765529.6134114.png,3,3,4,1,3,3,4,1,1
output/screenshots\1718765530.3590732.png,3,3,4,1,13,3,4,1,1
output/screenshots\1718765531.0484064.png,3,3,4,1,6,3,4,1,1
output/screenshots\1718765531.7214139.png,3,3,4,1,3,3,4,1,1
output/screenshots\1718765532.3806195.png,3,3,4,1,2,3,4,1,1
output/screenshots\1718765533.061686.png,3,3,4,1,2,3,4,1,1
output/screenshots\1718765533.7538457.png,3,3,4,1,2,3,4,1,1
output/screenshots\1718765534.4532773.png,3,3,4,1,2,3,4,1,1
output/screenshots\1718765535.1505926.png,3,3,4,1,2,3,4,1,1
output/screenshots\1718765535.855872.png,3,3,4,1,2,3,4,1,1
output/screenshots\1718765536.5449312.png,3,3,4,1,4,3,4,1,1
output/screenshots\1718765537.2451754.png,3,3,4,1,2,3,4,1,1
output/screenshots\1718765537.9550374.png,3,3,4,1,2,3,4,1,1
output/screenshots\1718765538.7004807.png,3,3,4,0,2,3,4,0,1
output/screenshots\1718765539.4648988.png,3,3,4,0,2,3,4,0,1
output/screenshots\1718765540.1681788.png,3,3,4,0,5,3,4,0,1
output/screenshots\1718765540.8873444.png,3,4,4,0,2,4,4,0,1
output/screenshots\1718765541.5989447.png,3,3,4,0,2,3,4,0,1
output/screenshots\1718765542.3025541.png,3,3,4,0,2,3,4,0,1
output/screenshots\1718765543.0453434.png,3,3,4,0,2,3,4,0,1
output/screenshots\1718765543.8192968.png,3,3,4,0,2,3,4,0,1
output/screenshots\1718765544.6260662.png,3,4,4,0,2,4,4,0,1
output/screenshots\1718765545.4139721.png,3,4,4,0,2,4,4,0,1
output/screenshots\1718765546.1317947.png,3,4,4,0,2,4,4,0,1
output/screenshots\1718765546.8583212.png,3,3,4,0,2,3,4,0,1
output/screenshots\1718765547.560495.png,3,3,4,0,2,3,4,0,1
output/screenshots\1718765548.2463317.png,3,3,4,0,2,3,4,0,1
output/screenshots\1718765548.9024012.png,3,3,4,0,2,3,4,0,1
output/screenshots\1718765549.5863585.png,3,3,4,0,2,3,4,0,1
output/screenshots\1718765550.2503757.png,3,3,4,0,2,3,4,0,1
output/screenshots\1718765550.9435909.png,3,2,4,0,2,2,4,0,1
output/screenshots\1718765551.606854.png,3,3,4,0,2,3,4,0,1
output/screenshots\1718765552.2856493.png,3,2,4,0,2,2,4,0,1
output/screenshots\1718765552.9616914.png,3,2,4,0,2,2,4,0,1
output/screenshots\1718765553.6517503.png,3,2,4,0,2,2,4,0,1
output/screenshots\1718765554.3183157.png,3,3,4,0,2,3,4,0,1
output/screenshots\1718765555.0080671.png,3,3,4,0,2,3,4,0,1
output/screenshots\1718765555.6639981.png,3,2,4,0,2,2,4,0,1
output/screenshots\1718765556.3360586.png,3,2,4,0,3,2,4,0,1
output/screenshots\1718765556.9980655.png,3,3,4,0,2,3,4,0,1
output/screenshots\1718765557.658813.png,3,2,4,0,2,2,4,0,1
output/screenshots\1718765558.3100796.png,3,2,4,0,2,2,4,0,1
output/screenshots\1718765558.9866323.png,3,2,4,0,2,2,4,0,1
output/screenshots\1718765559.670131.png,3,2,4,0,2,2,4,0,1
output/screenshots\1718765560.360095.png,3,1,4,0,1,1,4,0,1
output/screenshots\1718765561.1190777.png,3,1,5,0,1,1,5,0,1
output/screenshots\1718765561.922243.png,3,1,5,0,0,1,5,0,1
output/screenshots\1718765562.7472038.png,3,1,6,0,0,1,6,0,1
output/screenshots\1718765563.6062453.png,3,1,6,0,0,1,6,0,1
output/screenshots\1718765595.3653982.png,5,15,7,2,5,15,7,2,1
output/screenshots\1718765595.9991007.png,5,16,7,2,5,16,7,2,1
output/screenshots\1718765596.6354733.png,5,16,7,2,5,16,7,2,1
output/screenshots\1718765597.3466225.png,5,15,7,2,5,15,7,2,1
output/screenshots\1718765598.02505.png,5,16,7,2,5,16,7,2,1
output/screenshots\1718765598.7292309.png,5,15,7,2,5,15,7,2,1
output/screenshots\1718765599.4278812.png,5,15,7,2,5,15,7,2,1
output/screenshots\1718765600.121191.png,5,15,7,2,6,15,7,2,1
output/screenshots\1718765600.8251002.png,5,15,7,2,5,15,7,2,1
output/screenshots\1718765601.5150578.png,5,15,7,2,5,15,7,2,1
output/screenshots\1718765602.1872916.png,5,15,7,2,5,15,7,2,1
output/screenshots\1718765602.8725383.png,5,15,7,2,5,15,7,2,1
output/screenshots\1718765603.5316396.png,5,15,7,2,5,15,7,2,1
output/screenshots\1718765604.2314868.png,5,15,7,2,5,15,7,2,1
output/screenshots\1718765604.9349337.png,5,15,7,2,6,15,7,2,1
output/screenshots\1718765605.722949.png,5,15,7,2,10,15,7,2,1
output/screenshots\1718765606.5187912.png,5,15,7,2,7,15,7,2,1
output/screenshots\1718765607.2552521.png,5,15,7,2,6,15,7,2,1
output/screenshots\1718765607.9867618.png,5,15,7,2,5,15,7,2,1
output/screenshots\1718765608.680594.png,5,15,7,2,5,15,7,2,1
output/screenshots\1718765609.3377078.png,5,15,7,2,5,15,7,2,1
output/screenshots\1718765609.994781.png,5,15,7,2,5,15,7,2,1
output/screenshots\1718765610.655125.png,5,15,7,2,5,15,7,2,1
output/screenshots\1718765611.324948.png,5,15,7,2,5,15,7,2,1
output/screenshots\1718765612.0011506.png,5,15,7,2,5,15,7,2,1
output/screenshots\1718765612.6504734.png,5,16,7,2,5,16,7,2,1
output/screenshots\1718765613.305717.png,5,16,7,2,5,16,7,2,1
output/screenshots\1718765613.972021.png,5,16,7,2,5,16,7,2,1
output/screenshots\1718765614.6447957.png,5,16,7,2,5,16,7,2,1
output/screenshots\1718765615.325988.png,5,16,7,2,5,16,7,2,1
output/screenshots\1718765616.0172858.png,5,15,7,2,5,15,7,2,1
output/screenshots\1718765616.7266755.png,5,13,7,2,5,13,7,2,1
output/screenshots\1718765617.429795.png,5,13,7,2,5,13,7,2,1
output/screenshots\1718765618.0951674.png,5,13,7,2,5,13,7,2,1
output/screenshots\1718765618.7468436.png,5,14,7,2,5,14,7,2,1
output/screenshots\1718765619.5089626.png,5,14,7,2,5,14,7,2,1
output/screenshots\1718765620.2117596.png,5,14,7,2,5,14,7,2,1
output/screenshots\1718765620.9167051.png,5,14,7,2,5,14,7,2,1
output/screenshots\1718765621.6169698.png,5,13,7,2,5,13,7,2,1
output/screenshots\1718765622.2981486.png,5,14,7,2,5,14,7,2,1
output/screenshots\1718765622.967179.png,5,13,7,2,5,13,7,2,1
output/screenshots\1718765623.6534758.png,5,13,7,2,5,13,7,2,1
output/screenshots\1718765624.3212698.png,5,0,3,2,43,0,3,2,1
output/screenshots\1718765625.0449383.png,5,12,7,2,4,12,7,2,1
output/screenshots\1718765625.8036604.png,5,14,5,2,4,14,5,2,1
output/screenshots\1718765626.5178242.png,10,14,7,2,4,14,7,2,1
output/screenshots\1718765627.2269132.png,5,14,7,2,4,14,7,2,1
output/screenshots\1718765627.9264429.png,5,13,7,2,4,13,7,2,1
output/screenshots\1718765628.5860946.png,5,12,7,2,4,12,7,2,1
output/screenshots\1718765629.2791166.png,5,12,7,2,4,12,7,2,1
output/screenshots\1718765629.9619832.png,5,12,7,2,4,12,7,2,1
output/screenshots\1718765630.637891.png,5,11,8,2,3,11,8,2,1
output/screenshots\1718765631.3247528.png,5,11,8,2,3,11,8,2,1
output/screenshots\1718765631.9809144.png,5,11,8,2,2,11,8,2,1
output/screenshots\1718765632.6591392.png,5,10,8,2,2,10,8,2,1
output/screenshots\1718765633.3467293.png,5,10,8,2,2,10,8,2,1
output/screenshots\1718765633.9995217.png,5,11,8,2,2,11,8,2,1
output/screenshots\1718765634.6733937.png,6,8,5,2,1,8,5,2,1
output/screenshots\1718765635.3561776.png,3,5,5,1,1,5,5,1,1
output/screenshots\1718765636.0201273.png,3,5,5,1,0,5,5,1,1
output/screenshots\1718765636.6827967.png,3,5,6,1,0,5,6,1,1
output/screenshots\1718765637.3404124.png,3,5,6,1,0,5,6,1,1
output/screenshots\1718766481.7307422.png,0,0,0,0,0,0,0,0,1
output/screenshots\1718766482.3853416.png,0,0,0,0,0,0,0,0,1
output/screenshots\1718766482.9503202.png,0,0,0,0,0,0,0,0,1
output/screenshots\1718766506.0447974.png,10,11,0,0,5,11,0,0,1
output/screenshots\1718766506.6782537.png,6,10,0,0,5,10,0,0,1
output/screenshots\1718766507.2854645.png,5,11,0,0,5,11,0,0,1
output/screenshots\1718766507.9670749.png,5,10,0,0,5,10,0,0,1
output/screenshots\1718766508.709384.png,10,10,0,0,5,10,0,0,1
output/screenshots\1718766509.45161.png,5,10,0,0,5,10,0,0,1
output/screenshots\1718766510.2102869.png,5,10,0,0,6,10,0,0,1
output/screenshots\1718766510.9948063.png,5,10,0,0,5,10,0,0,1
output/screenshots\1718766511.705728.png,5,10,0,0,5,10,0,0,1
output/screenshots\1718766512.4373276.png,5,10,0,0,5,10,0,0,1
output/screenshots\1718766513.1569254.png,5,10,0,0,5,10,0,0,1
output/screenshots\1718766513.8616216.png,5,10,0,0,5,10,0,0,1
output/screenshots\1718766514.6154187.png,5,10,0,0,5,10,0,0,1
output/screenshots\1718766515.3608212.png,5,10,0,0,5,10,0,0,1
output/screenshots\1718766516.1297758.png,5,10,0,0,5,10,0,0,1
output/screenshots\1718766516.9449859.png,5,10,0,0,5,10,0,0,1
output/screenshots\1718766517.6845195.png,5,10,0,0,5,10,0,0,1
output/screenshots\1718766518.4076817.png,5,10,0,0,6,10,0,0,1
output/screenshots\1718766519.1571536.png,5,10,0,0,5,10,0,0,1
output/screenshots\1718766519.8849244.png,5,10,0,0,5,10,0,0,1
output/screenshots\1718766520.634386.png,5,9,0,0,5,9,0,0,1
output/screenshots\1718766521.418623.png,5,9,0,0,5,9,0,0,1
output/screenshots\1718766522.159307.png,5,9,0,0,5,9,0,0,1
output/screenshots\1718766522.9369287.png,5,9,0,0,5,9,0,0,1
output/screenshots\1718766523.683835.png,5,9,0,0,5,9,0,0,1
output/screenshots\1718766524.4049098.png,5,9,0,0,5,9,0,0,1
output/screenshots\1718766525.1515806.png,5,10,0,0,5,10,0,0,1
output/screenshots\1718766525.9014668.png,5,10,0,0,5,10,0,0,1
output/screenshots\1718766526.616498.png,5,10,0,0,6,10,0,0,1
output/screenshots\1718766527.3651547.png,5,9,0,0,5,9,0,0,1
output/screenshots\1718766528.1452227.png,5,9,0,0,5,9,0,0,1
output/screenshots\1718766528.8593872.png,5,9,0,0,5,9,0,0,1
output/screenshots\1718766529.6201162.png,5,9,0,0,5,9,0,0,1
output/screenshots\1718766530.3593366.png,5,9,0,0,5,9,0,0,1
output/screenshots\1718766531.074186.png,5,10,0,0,5,10,0,0,1
output/screenshots\1718766531.804694.png,5,9,0,0,5,9,0,0,1
output/screenshots\1718766532.5372071.png,5,9,0,0,5,9,0,0,1
output/screenshots\1718766533.3228416.png,5,9,0,0,5,9,0,0,1
output/screenshots\1718766534.0744476.png,5,10,0,0,5,10,0,0,1
output/screenshots\1718766534.7949448.png,5,9,0,0,5,9,0,0,1
output/screenshots\1718766535.501311.png,5,9,1,0,4,9,1,0,1
output/screenshots\1718766536.2926214.png,5,9,1,0,4,9,1,0,1
output/screenshots\1718766537.0044441.png,5,8,1,0,4,8,1,0,1
output/screenshots\1718766537.7594316.png,5,8,1,0,4,8,1,0,1
output/screenshots\1718766538.505253.png,5,8,1,0,4,8,1,0,1
output/screenshots\1718766539.2766614.png,5,8,1,0,4,8,1,0,1
output/screenshots\1718766540.01295.png,5,8,1,0,4,8,1,0,1
output/screenshots\1718766540.799676.png,5,8,1,0,4,8,1,0,1
output/screenshots\1718766541.5237377.png,5,8,1,0,4,8,1,0,1
output/screenshots\1718766542.2975576.png,5,8,1,0,4,8,1,0,1
output/screenshots\1718766543.0742936.png,5,8,1,0,4,8,1,0,1
output/screenshots\1718766543.8693647.png,5,8,1,0,4,8,1,0,1
output/screenshots\1718766544.607143.png,5,8,1,0,4,8,1,0,1
output/screenshots\1718766545.3424678.png,5,8,1,0,4,8,1,0,1
output/screenshots\1718766546.0917041.png,5,8,1,0,4,8,1,0,1
output/screenshots\1718766546.8848808.png,5,9,1,0,4,9,1,0,1
output/screenshots\1718766547.6750998.png,5,9,1,0,4,9,1,0,1
output/screenshots\1718766548.459377.png,5,8,1,0,4,8,1,0,1
output/screenshots\1718766549.251178.png,5,8,1,0,4,8,1,0,1
output/screenshots\1718766550.0128748.png,5,9,1,0,4,9,1,0,1
output/screenshots\1718766550.7592611.png,5,8,1,0,4,8,1,0,1
output/screenshots\1718766551.536451.png,3,2,0,0,4,2,0,0,1
output/screenshots\1718766552.2873375.png,2,3,0,0,4,3,0,0,1
output/screenshots\1718766553.0425162.png,6,1,0,0,4,1,0,0,1
output/screenshots\1718766553.8693206.png,1,0,0,0,4,0,0,0,1
output/screenshots\1718766554.6340375.png,1,0,1,0,3,0,1,0,1
output/screenshots\1718766555.3703911.png,1,0,1,0,3,0,1,0,1
output/screenshots\1718766556.101298.png,1,0,1,0,3,0,1,0,1
output/screenshots\1718766556.8392134.png,1,1,1,0,3,1,1,0,1
output/screenshots\1718766557.5692294.png,1,0,1,0,3,0,1,0,1
output/screenshots\1718766558.3447661.png,0,0,0,0,3,0,0,0,1
output/screenshots\1718766559.0782726.png,0,0,0,0,3,0,0,0,1
output/screenshots\1718766602.2663286.png,5,12,7,0,5,12,7,0,1
output/screenshots\1718766602.9115243.png,5,13,7,0,5,13,7,0,1
output/screenshots\1718766603.5261226.png,6,11,7,0,5,11,7,0,1
output/screenshots\1718766604.2667167.png,5,12,7,0,5,12,7,0,1
output/screenshots\1718766605.0197213.png,5,12,7,0,5,12,7,0,1
output/screenshots\1718766605.7427957.png,5,12,7,0,5,12,7,0,1
output/screenshots\1718766606.4589372.png,5,12,7,0,5,12,7,0,1
output/screenshots\1718766607.2203915.png,5,12,7,0,5,12,7,0,1
output/screenshots\1718766607.9588954.png,5,12,7,0,5,12,7,0,1
output/screenshots\1718766608.735694.png,5,12,7,0,5,12,7,0,1
